CreatedOn,Location,InquiryDate,InquirySource,ProspectStatus,ProspectDate,ApplicationStatus,ApplicationStartedDate,ApplicationCompletedDate,ApplicationSubmittedDate,ApplicationMovedtoERPDate,AdmitDate,EnrolledDate,AcademicLevelofInterest,academicProgramofInterest,AnticipatedEntryTerm,MarketingCampaign,MarketingMedium,MarketingSource
7/2/2016,Online,7/2/2016,"Web, Inquiry",Inquiry,7/2/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall II, 2016",(organic),organic,google
7/3/2016,Online,7/3/2016,"Web, Inquiry",Inquiry,7/3/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall II, 2016",(organic),organic,google
7/7/2016,Online,7/7/2016,"Web, Inquiry",Inquiry,7/7/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall I, 2016",(organic),organic,yahoo
7/9/2016,Online,7/9/2016,"Web, Inquiry",Inquiry,7/9/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Spring I, 2017",(referral),referral,webster.edu
7/11/2016,Online,7/11/2016,"Web, Inquiry",Inquiry,7/11/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Spring I, 2017",(direct),(none),(direct)
7/12/2016,Online,7/12/2016,"Web, Inquiry",Inquiry,7/12/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall I, 2016",(organic),organic,google
7/12/2016,Online,7/12/2016,"Web, Inquiry",Inquiry,7/12/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Spring I, 2017",(organic),organic,google
7/21/2016,Online,7/21/2016,"Web, Inquiry",Inquiry,7/21/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall I, 2016",,,
7/27/2016,Online,7/27/2016,"Web, Inquiry",Inquiry,7/27/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall I, 2017",(organic),organic,google
7/29/2016,Online,7/29/2016,"Web, Inquiry",Inquiry,7/29/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall II, 2016",(organic),organic,google
8/2/2016,Online,8/2/2016,"Web, Create Account",Inquiry,8/2/2016,,,,,,,,Graduate,Education - Special Education w/No Emphasis,"Fall II, 2016",(not%20set),(not%20set),
